timestamp,open,high,low,close,changes,volume
2024-12-16 08:00:00,104950.0,104991.7,104865.5,104865.5,-0.081,351.089
2024-12-16 08:05:00,104865.5,104881.7,104708.8,104799.9,-0.063,576.601
2024-12-16 08:10:00,104800.0,104851.8,104669.1,104755.6,-0.042,483.132
2024-12-16 08:15:00,104755.6,104783.6,104617.6,104704.0,-0.049,387.245
2024-12-16 08:20:00,104703.9,104957.7,104703.9,104957.6,0.242,538.949
2024-12-16 08:25:00,104957.6,104964.4,104733.8,104733.8,-0.213,326.961
2024-12-16 08:30:00,104733.7,104822.3,104733.6,104753.2,0.019,215.645
2024-12-16 08:35:00,104753.3,104829.1,104718.5,104758.4,0.005,189.081
2024-12-16 08:40:00,104758.3,104777.1,104669.1,104694.6,-0.061,251.363
2024-12-16 08:45:00,104694.5,104711.3,104628.2,104632.4,-0.059,337.431
2024-12-16 08:50:00,104632.5,104632.5,104512.5,104518.9,-0.109,547.069
2024-12-16 08:55:00,104518.8,104562.0,104463.9,104506.4,-0.012,606.843
2024-12-16 09:00:00,104506.5,104634.6,104489.0,104489.1,-0.017,663.117
2024-12-16 09:05:00,104489.0,104738.1,104467.0,104652.8,0.157,642.533
2024-12-16 09:10:00,104652.9,104652.9,104492.6,104512.5,-0.134,360.24
2024-12-16 09:15:00,104512.6,104654.7,104484.4,104613.8,0.097,284.714
2024-12-16 09:20:00,104613.8,104719.5,104549.0,104713.2,0.095,324.098
2024-12-16 09:25:00,104713.2,104733.7,104642.1,104714.4,0.001,194.18
2024-12-16 09:30:00,104714.4,104925.4,104714.3,104867.8,0.146,577.218
2024-12-16 09:35:00,104867.7,104867.8,104767.7,104833.3,-0.033,233.249
2024-12-16 09:40:00,104833.3,104855.0,104760.2,104849.9,0.016,242.681
2024-12-16 09:45:00,104850.0,104850.0,104757.6,104819.2,-0.029,183.237
2024-12-16 09:50:00,104819.2,104849.2,104746.4,104755.8,-0.06,272.604
2024-12-16 09:55:00,104755.8,104796.3,104642.1,104642.2,-0.108,190.764
2024-12-16 10:00:00,104642.2,104688.5,104551.4,104602.5,-0.038,447.224
2024-12-16 10:05:00,104602.5,104624.9,104512.6,104512.7,-0.086,301.739
2024-12-16 10:10:00,104512.7,104533.7,104411.0,104411.1,-0.097,524.209
2024-12-16 10:15:00,104411.0,104485.6,104400.0,104485.6,0.071,411.211
2024-12-16 10:20:00,104485.6,104536.5,104351.1,104362.5,-0.118,546.547
2024-12-16 10:25:00,104362.6,104465.0,104300.0,104386.4,0.023,470.425
2024-12-16 10:30:00,104386.3,104623.5,104386.3,104558.9,0.165,613.698
2024-12-16 10:35:00,104558.8,104619.3,104553.0,104553.0,-0.006,282.5
2024-12-16 10:40:00,104553.0,104656.8,104518.6,104597.9,0.043,394.191
2024-12-16 10:45:00,104597.9,104616.3,104546.3,104616.2,0.017,238.675
2024-12-16 10:50:00,104616.3,104680.4,104596.4,104600.0,-0.016,316.801
2024-12-16 10:55:00,104600.0,104680.4,104595.7,104660.4,0.058,202.293
2024-12-16 11:00:00,104660.5,104739.6,104600.0,104728.2,0.065,348.046
2024-12-16 11:05:00,104728.1,104771.7,104652.8,104737.1,0.009,283.867
2024-12-16 11:10:00,104737.1,104815.7,104674.5,104679.2,-0.055,319.287
2024-12-16 11:15:00,104679.2,104695.8,104586.9,104621.6,-0.055,211.235
2024-12-16 11:20:00,104621.7,104621.7,104565.0,104596.0,-0.025,239.417
2024-12-16 11:25:00,104596.1,104596.1,104439.0,104447.3,-0.142,275.79
2024-12-16 11:30:00,104447.3,104498.4,104360.0,104362.8,-0.081,450.32
2024-12-16 11:35:00,104362.8,104375.6,104175.7,104230.1,-0.127,1516.371
2024-12-16 11:40:00,104230.1,104236.1,104025.5,104071.6,-0.152,1343.629
2024-12-16 11:45:00,104071.7,104139.9,103978.0,104057.9,-0.013,871.623
2024-12-16 11:50:00,104057.9,104071.9,103700.3,103823.1,-0.226,2500.52
2024-12-16 11:55:00,103823.2,103823.2,103585.2,103717.8,-0.102,2074.131
2024-12-16 12:00:00,103717.9,103854.8,103555.0,103827.0,0.105,1811.023
2024-12-16 12:05:00,103826.9,104074.7,103816.9,104030.0,0.196,2105.839
2024-12-16 12:10:00,104029.9,104056.3,103925.0,104025.8,-0.004,671.022
2024-12-16 12:15:00,104025.8,104112.4,103893.4,103900.0,-0.121,862.0
2024-12-16 12:20:00,103900.0,104117.4,103900.0,104076.9,0.17,857.258
2024-12-16 12:25:00,104077.0,104077.0,103696.7,103841.4,-0.226,1844.087
2024-12-16 12:30:00,103841.4,103920.0,103711.7,103763.3,-0.075,1223.927
2024-12-16 12:35:00,103763.4,103841.2,103588.0,103695.0,-0.066,934.297
2024-12-16 12:40:00,103695.0,103729.4,103523.1,103567.5,-0.123,672.85
2024-12-16 12:45:00,103567.4,103608.7,103340.8,103381.3,-0.18,1712.43
2024-12-16 12:50:00,103381.2,103650.3,103264.6,103582.5,0.195,935.849
2024-12-16 12:55:00,103582.5,103645.9,103550.0,103604.7,0.021,625.651
2024-12-16 13:00:00,103604.8,103694.0,103491.4,103530.8,-0.071,693.494
2024-12-16 13:05:00,103530.8,103932.9,103432.1,103877.0,0.334,1546.706
2024-12-16 13:10:00,103877.0,104022.5,103832.6,103980.6,0.1,1077.967
2024-12-16 13:15:00,103980.6,104020.0,103899.4,103939.2,-0.04,651.712
2024-12-16 13:20:00,103939.2,104096.5,103867.0,104085.0,0.14,709.861
2024-12-16 13:25:00,104084.9,104090.0,103934.6,104015.6,-0.067,694.613
2024-12-16 13:30:00,104015.5,104049.0,103915.7,103943.0,-0.07,428.002
2024-12-16 13:35:00,103942.9,103943.0,103704.8,103774.3,-0.162,825.817
2024-12-16 13:40:00,103774.3,104021.9,103774.2,103905.8,0.127,652.637
2024-12-16 13:45:00,103905.9,103988.1,103800.0,103811.8,-0.091,391.681
2024-12-16 13:50:00,103811.8,103850.0,103709.5,103780.0,-0.031,716.889
2024-12-16 13:55:00,103780.1,103910.5,103750.0,103859.6,0.077,277.686
2024-12-16 14:00:00,103859.6,104041.4,103832.8,104019.3,0.154,645.923
2024-12-16 14:05:00,104019.2,104179.0,103999.5,104114.7,0.092,885.472
2024-12-16 14:10:00,104114.7,104220.0,104100.0,104155.9,0.04,830.014
2024-12-16 14:15:00,104155.9,104263.5,104100.0,104203.4,0.046,717.058
2024-12-16 14:20:00,104203.4,104230.0,104121.0,104149.7,-0.052,617.146
2024-12-16 14:25:00,104149.7,104339.3,104132.8,104339.2,0.182,1020.483
2024-12-16 14:30:00,104339.3,104576.0,104284.6,104480.2,0.135,1884.578
2024-12-16 14:35:00,104480.4,105205.0,104450.0,105175.1,0.665,4373.424
2024-12-16 14:40:00,105175.0,105338.7,105053.2,105331.9,0.149,2469.818
2024-12-16 14:45:00,105332.0,105874.3,105236.8,105793.7,0.438,4937.518
2024-12-16 14:50:00,105793.8,105985.6,105503.0,105738.1,-0.053,3101.123
2024-12-16 14:55:00,105738.2,105852.1,105065.0,105453.9,-0.269,3595.857
2024-12-16 15:00:00,105453.9,105835.8,105214.2,105782.6,0.312,2570.755
2024-12-16 15:05:00,105782.6,106000.0,105532.5,105834.9,0.049,2305.411
2024-12-16 15:10:00,105834.8,106147.1,105720.8,105989.2,0.146,3224.886
2024-12-16 15:15:00,105989.2,106255.0,105696.0,106249.9,0.246,2606.318
2024-12-16 15:20:00,106250.0,106466.9,106164.6,106301.5,0.048,2946.998
2024-12-16 15:25:00,106301.4,106450.0,106117.2,106253.3,-0.045,1514.136
2024-12-16 15:30:00,106253.1,106295.0,105745.5,105967.4,-0.269,2815.929
2024-12-16 15:35:00,105967.4,106236.6,105819.3,106211.0,0.23,1649.859
2024-12-16 15:40:00,106210.9,106450.0,106163.2,106366.4,0.146,1440.479
2024-12-16 15:45:00,106366.4,106435.1,105975.0,106041.9,-0.305,1599.91
2024-12-16 15:50:00,106042.0,106171.5,105976.3,106074.3,0.03,1046.46
2024-12-16 15:55:00,106074.3,106350.0,106011.8,106281.2,0.195,1129.684
2024-12-16 16:00:00,106281.1,106350.1,106091.3,106143.4,-0.13,1097.955
