timestamp,open,high,low,close,volume
2024-12-01 00:00:00,96475.2,96594.8,96402.6,96576.2,348.573
2024-12-01 00:05:00,96576.2,96614.1,96547.6,96614.1,221.751
2024-12-01 00:10:00,96614.1,96653.3,96600.0,96632.4,303.658
2024-12-01 00:15:00,96632.5,96653.3,96569.7,96627.8,318.803
2024-12-01 00:20:00,96627.8,96668.6,96590.1,96623.9,139.455
2024-12-01 00:25:00,96624.0,96685.9,96585.4,96669.5,154.573
2024-12-01 00:30:00,96669.6,96746.3,96650.6,96746.3,225.634
2024-12-01 00:35:00,96746.3,96746.3,96543.1,96559.2,407.893
2024-12-01 00:40:00,96559.2,96572.9,96313.0,96346.1,570.679
2024-12-01 00:45:00,96346.2,96485.6,96335.9,96485.5,796.857
2024-12-01 00:50:00,96485.5,96510.0,96375.2,96495.0,307.995
2024-12-01 00:55:00,96495.0,96498.7,96343.3,96403.2,405.204
2024-12-01 01:00:00,96403.2,96480.0,96220.0,96243.2,780.69
2024-12-01 01:05:00,96243.2,96319.0,96205.2,96266.7,526.549
2024-12-01 01:10:00,96266.6,96343.1,96262.6,96323.4,416.148
2024-12-01 01:15:00,96323.4,96332.0,96228.0,96265.5,481.796
2024-12-01 01:20:00,96265.5,96527.6,96254.4,96491.5,385.357
2024-12-01 01:25:00,96491.5,96538.4,96480.1,96510.2,231.922
2024-12-01 01:30:00,96510.1,96580.6,96484.5,96544.1,271.969
2024-12-01 01:35:00,96544.1,96586.8,96450.0,96500.7,380.777
2024-12-01 01:40:00,96501.2,96557.1,96470.3,96511.2,159.285
2024-12-01 01:45:00,96511.3,96601.0,96424.4,96457.1,373.836
2024-12-01 01:50:00,96457.0,96484.8,96230.0,96269.7,628.521
2024-12-01 01:55:00,96269.9,96275.5,96095.2,96164.9,1172.679
2024-12-01 02:00:00,96164.8,96290.9,96123.0,96244.0,665.004
2024-12-01 02:05:00,96244.0,96275.0,96168.5,96243.3,282.289
2024-12-01 02:10:00,96243.3,96487.0,96124.7,96221.1,4163.906
2024-12-01 02:15:00,96221.0,96314.4,96121.0,96280.0,531.069
2024-12-01 02:20:00,96280.1,96283.7,96141.7,96169.1,353.142
2024-12-01 02:25:00,96169.1,96270.0,96168.0,96188.9,164.285
2024-12-01 02:30:00,96188.9,96197.0,96018.0,96018.1,775.613
2024-12-01 02:35:00,96018.1,96045.0,95813.3,95883.5,1947.783
2024-12-01 02:40:00,95883.5,95958.5,95813.0,95937.6,579.369
2024-12-01 02:45:00,95937.6,96040.4,95925.0,95970.9,394.25
2024-12-01 02:50:00,95970.9,96057.4,95915.3,96031.7,365.769
2024-12-01 02:55:00,96031.8,96031.8,95736.5,95844.9,956.55
2024-12-01 03:00:00,95844.9,95986.3,95835.4,95985.6,342.046
2024-12-01 03:05:00,95985.6,96050.0,95985.5,96009.7,286.67
2024-12-01 03:10:00,96009.6,96283.5,96009.6,96227.9,672.994
2024-12-01 03:15:00,96227.9,96254.7,96162.2,96207.2,304.821
2024-12-01 03:20:00,96207.1,96249.9,96117.6,96117.6,208.52
2024-12-01 03:25:00,96117.6,96138.9,96049.7,96108.0,170.832
2024-12-01 03:30:00,96108.0,96216.7,96095.5,96209.3,435.498
2024-12-01 03:35:00,96209.2,96271.4,96201.8,96271.3,262.336
2024-12-01 03:40:00,96271.4,96377.9,96253.4,96372.1,481.317
2024-12-01 03:45:00,96372.1,96507.4,96344.6,96463.2,1013.254
2024-12-01 03:50:00,96463.3,96535.0,96410.5,96436.2,526.359
2024-12-01 03:55:00,96436.1,96437.8,96378.0,96404.0,237.9
2024-12-01 04:00:00,96404.0,96425.6,96303.9,96350.0,420.641
2024-12-01 04:05:00,96350.0,96360.0,96269.0,96359.9,413.199
2024-12-01 04:10:00,96360.0,96390.5,96330.2,96341.5,194.897
2024-12-01 04:15:00,96341.5,96347.5,96260.0,96278.9,204.37
2024-12-01 04:20:00,96278.8,96407.4,96249.1,96383.1,309.551
2024-12-01 04:25:00,96383.1,96464.8,96383.0,96464.7,236.69
2024-12-01 04:30:00,96464.8,96486.7,96400.0,96416.1,205.871
2024-12-01 04:35:00,96416.1,96459.2,96396.7,96396.7,140.871
2024-12-01 04:40:00,96396.8,96430.0,96387.0,96414.2,110.218
2024-12-01 04:45:00,96414.1,96497.0,96414.0,96446.1,381.296
2024-12-01 04:50:00,96446.1,96534.6,96446.0,96490.8,183.489
2024-12-01 04:55:00,96490.8,96585.0,96484.1,96572.2,249.819
2024-12-01 05:00:00,96572.1,96582.8,96510.1,96530.6,274.581
2024-12-01 05:05:00,96530.6,96539.5,96472.5,96490.0,237.603
2024-12-01 05:10:00,96490.0,96496.7,96460.0,96460.1,116.362
2024-12-01 05:15:00,96460.1,96577.7,96455.6,96541.0,191.773
2024-12-01 05:20:00,96541.1,96558.8,96406.7,96502.1,478.828
2024-12-01 05:25:00,96502.0,96508.5,96476.3,96489.9,123.005
2024-12-01 05:30:00,96489.8,96518.8,96436.5,96518.7,135.87
2024-12-01 05:35:00,96518.7,96528.9,96414.6,96434.3,176.972
2024-12-01 05:40:00,96434.3,96520.0,96434.3,96511.1,117.395
2024-12-01 05:45:00,96511.2,96520.0,96466.7,96466.8,132.032
