iter	MultiClass
531	0.9990313263
532	0.9989412549
533	0.9988575372
534	0.9987767692
535	0.9986828411
536	0.9986024686
537	0.9985161462
538	0.9984407918
539	0.9983702803
540	0.9982935847
541	0.9982199065
542	0.9981501563
543	0.9980573214
544	0.9979742537
545	0.9978845901
546	0.9978149723
547	0.997733541
548	0.9976476534
549	0.9975735952
550	0.9975039286
551	0.9974137645
552	0.9973414831
553	0.9972516584
554	0.9971617829
555	0.9970832921
556	0.9970160748
557	0.9969434129
558	0.9968764163
559	0.9967842568
560	0.9967060332
561	0.9966253827
562	0.9965344505
563	0.9964545315
564	0.996365668
565	0.9962812409
566	0.9961978786
567	0.9961181384
568	0.9960442607
569	0.995974202
570	0.9958920409
571	0.9958071499
572	0.9957179715
573	0.9956461089
574	0.9955695503
575	0.9954941836
576	0.9954128608
577	0.9953125388
578	0.9952355788
579	0.9951458243
580	0.9950740953
581	0.9950050841
582	0.9949254375
583	0.994829584
584	0.9947444537
585	0.9946767306
586	0.9946052249
587	0.9945274245
588	0.9944441691
589	0.9943703705
590	0.9942889036
591	0.9942190353
592	0.9941517426
593	0.9940773668
594	0.9940066909
595	0.9939216139
596	0.9938278838
597	0.9937535222
598	0.9936779247
599	0.9935945152
600	0.9935170761
601	0.9934279957
602	0.9933608882
603	0.9932800133
604	0.9932070335
605	0.9931413477
606	0.9930740884
607	0.9930049002
608	0.9929545525
609	0.9928760925
610	0.992801892
611	0.9927280789
612	0.9926511952
613	0.9925815807
614	0.9925080719
615	0.9924434065
616	0.9923771672
617	0.9922992453
618	0.9922207376
619	0.99214904
620	0.9920836288
621	0.9920088097
622	0.9919280567
623	0.991853664
624	0.9917751169
625	0.9916940692
626	0.9916126276
627	0.9915449479
628	0.9914811869
629	0.9914023765
630	0.9913353115
631	0.9912554264
632	0.9911729944
633	0.9910989862
634	0.9910214894
635	0.9909438948
636	0.9908573828
637	0.9907809905
638	0.990713162
639	0.990634887
640	0.9905736191
641	0.9905050018
642	0.9904174016
643	0.9903389719
644	0.9902649931
645	0.9901956132
646	0.9901254555
647	0.9900527789
648	0.9899837922
649	0.9899206319
650	0.9898308601
651	0.9897540195
652	0.989662433
653	0.9895891614
654	0.9895134276
655	0.9894425119
656	0.9893647119
657	0.989293138
658	0.9892266652
659	0.9891422871
660	0.9890572566
661	0.9889833705
662	0.9889099185
663	0.9888339622
664	0.9887609364
665	0.9886818951
666	0.9886158708
667	0.9885357793
668	0.9884526281
669	0.9883698168
670	0.9882824019
671	0.9882093838
672	0.9881237585
673	0.988055081
674	0.9879797481
675	0.9879099289
676	0.9878282466
677	0.9877430982
678	0.9876702048
679	0.9876005572
680	0.9875239743
681	0.9874428952
682	0.9873588866
683	0.9872993272
684	0.9872312871
685	0.9871655186
686	0.9870961626
687	0.9870152462
688	0.9869415541
689	0.9868597146
690	0.9867765972
691	0.9867014082
692	0.9866254702
693	0.9865304717
694	0.986453465
695	0.986379965
696	0.9863197643
697	0.9862521154
698	0.9861855195
699	0.9861007624
700	0.9860347503
701	0.9859596471
702	0.9858870535
703	0.9858047102
704	0.985719192
705	0.9856380783
706	0.9855728411
707	0.9855056641
708	0.9854333663
709	0.9853660091
710	0.9852809633
711	0.9852041365
712	0.9851305682
713	0.9850509576
714	0.9849837536
715	0.9849076237
716	0.9848392015
717	0.9847710068
718	0.9846917778
719	0.9846209686
720	0.9845393533
721	0.984458592
722	0.9843715249
723	0.9842984119
724	0.9842198207
725	0.9841537521
726	0.9840897534
727	0.9840294597
728	0.983956785
729	0.9838838756
730	0.9838056569
731	0.9837372788
732	0.9836489256
733	0.9835629629
734	0.9834956993
735	0.9834272177
736	0.9833524648
737	0.9832649822
738	0.9831850443
739	0.9831266205
740	0.9830594513
741	0.982980845
742	0.982909092
743	0.982836686
744	0.9827421578
745	0.9826749633
746	0.9825980092
747	0.9825222996
748	0.9824403109
749	0.9823691949
750	0.9822876516
751	0.9822041553
752	0.9821229842
753	0.9820350358
754	0.9819596569
755	0.9818865984
756	0.9818136894
757	0.9817468135
758	0.981680982
759	0.9816096994
760	0.9815168913
761	0.9814398991
762	0.9813795748
763	0.9813040825
764	0.9812172196
765	0.9811470541
766	0.9810857783
767	0.9810142432
768	0.9809574926
769	0.9808938829
770	0.9808090338
771	0.980739893
772	0.9806616418
773	0.9805920492
774	0.9805179543
775	0.9804324022
776	0.9803552814
777	0.9802718172
778	0.9802001971
779	0.9801184563
780	0.9800491846
781	0.9799676708
782	0.9799008044
783	0.9798368539
784	0.9797463835
785	0.9796559504
786	0.9795789478
787	0.9795145786
788	0.9794322495
789	0.9793673956
790	0.9792870127
791	0.9792126518
792	0.9791379664
793	0.9790395344
794	0.9789551325
795	0.9788833014
796	0.9788119604
797	0.9787415417
798	0.9786754186
799	0.9785968423
800	0.9785260815
801	0.978461069
802	0.9783938928
803	0.9783137959
804	0.978241892
805	0.9781806601
806	0.9781190463
807	0.9780436683
808	0.9779663817
809	0.9778925536
810	0.9778152717
811	0.9777497002
812	0.9776807063
813	0.97761164
814	0.9775256111
815	0.9774428101
816	0.9773766213
817	0.9773165797
818	0.9772269786
819	0.9771549928
820	0.9770790204
821	0.9770132379
822	0.9769542256
823	0.976874031
824	0.9768151238
825	0.9767268756
826	0.9766600785
827	0.9765812672
828	0.9765031835
829	0.9764376983
830	0.9763623456
831	0.97629615
832	0.9762252168
833	0.9761542388
834	0.9760778531
835	0.9760164177
836	0.9759377097
837	0.9758663321
838	0.9757903605
839	0.9757212123
840	0.9756366286
841	0.9755719985
842	0.975500279
843	0.9754395557
844	0.9753672698
845	0.975306705
846	0.9752268649
847	0.9751441968
848	0.9750748591
849	0.9749975294
850	0.974920059
851	0.9748379449
852	0.9747699363
853	0.9747066338
854	0.974634823
855	0.9745569849
856	0.9744820477
857	0.9744108199
858	0.9743358019
859	0.9742695322
860	0.9742000864
861	0.9741176297
862	0.9740441462
863	0.9739726484
864	0.9739072983
865	0.9738358381
866	0.9737635963
867	0.9736913127
868	0.9736091488
869	0.9735319228
870	0.9734617305
871	0.9733814554
872	0.9733070849
873	0.9732122407
874	0.9731453111
875	0.9730730893
876	0.972997737
877	0.9729153796
878	0.9728250786
879	0.9727495416
880	0.9726884439
881	0.9726250509
882	0.9725611249
883	0.972480968
884	0.9724009893
885	0.9723280659
886	0.9722513513
887	0.9721779928
888	0.9721013636
889	0.9720428915
890	0.9719755847
891	0.9719058393
892	0.9718400099
893	0.971767699
894	0.9716824453
895	0.9716002309
896	0.9715206193
897	0.9714398798
898	0.9713532874
899	0.9712819966
900	0.9711971152
901	0.9711098208
902	0.9710264191
903	0.9709598809
904	0.9708753491
905	0.9708043284
906	0.9707452423
907	0.9706670662
908	0.9705918333
909	0.9705213032
910	0.9704585347
911	0.9703830022
912	0.9703117724
913	0.9702334425
914	0.9701746471
915	0.970099033
916	0.9700325384
917	0.9699629149
918	0.9698972352
919	0.9698158797
920	0.9697523951
921	0.969689137
922	0.9696169671
923	0.9695465567
924	0.9694804594
925	0.9694087611
926	0.9693490405
927	0.969275258
928	0.9692147998
929	0.9691440237
930	0.9690740214
931	0.9689898468
932	0.9689166868
933	0.9688360284
934	0.9687743063
935	0.9687094516
936	0.9686343148
937	0.9685507008
938	0.9684744271
939	0.9684051996
940	0.9683414568
941	0.9682587159
942	0.9681957404
943	0.9681338798
944	0.9680551696
945	0.9679918837
946	0.9679261649
947	0.9678440484
948	0.9677754574
949	0.9676929576
950	0.9676207287
951	0.9675466548
952	0.9674743638
953	0.9674238776
954	0.9673391888
955	0.9672706005
956	0.9671928983
957	0.9671053105
958	0.9670346427
959	0.9669718253
960	0.9669047259
961	0.9668434169
962	0.9667659388
963	0.9666912232
964	0.9666183248
965	0.9665353003
966	0.9664643891
967	0.966398751
968	0.9663340504
969	0.9662579413
970	0.9662012693
971	0.9661272151
972	0.9660542716
973	0.965986093
974	0.9659108961
975	0.9658481313
976	0.9657871662
977	0.9657145567
978	0.9656418238
979	0.9655835945
980	0.9655079888
981	0.9654385429
982	0.9653699646
983	0.9652997855
984	0.9652261748
985	0.9651405724
986	0.9650583738
987	0.9649922906
988	0.9649214284
989	0.9648466976
990	0.9647806892
991	0.9647149256
992	0.9646498231
993	0.9645669795
994	0.9644998923
995	0.9644321488
996	0.9643520465
997	0.9642768256
998	0.9642093308
999	0.9641371623
